phy_fitness,diet_pref,act_level,sleep_hrs,mindfulness,career,gender,daily_avg_steps,daily_avg_calories,is_healthy
10,Keto,Highly Active,9,4,Freelancer,1,18668,3317,1
6,Vegetarian,Lightly Active,7,8,Engineer,0,6743,1787,0
7,Vegetarian,Active,8,5,Freelancer,1,14108,2217,1
2,Non-Vegetarian,Sedentary,9,9,Doctor,0,2833,1971,0
9,Pescatarian,Highly Active,6,4,Lawyer,1,,3088,1
7,Vegan,Active,5,6,Nurse,0,13767,2422,0
5,Pescatarian,Lightly Active,9,8,Scientist,0,8622,2321,1
2,Vegan,Sedentary,9,3,Business,1,2561,,0
6,Keto,Lightly Active,7,2,Business,0,8394,2585,0
7,Vegan,Active,8,4,Lawyer,0,12916,2821,0
4,Vegetarian,Lightly Active,7,3,Nurse,1,6234,2061,0
4,Pescatarian,Lightly Active,8,9,Teacher,0,7884,1931,0
6,Vegan,Lightly Active,7,10,Teacher,1,8718,2274,1
5,Keto,Lightly Active,9,8,Lawyer,0,8543,2554,1
3,Vegan,Sedentary,6,1,Engineer,1,2708,1795,0
4,Pescatarian,Lightly Active,5,4,Engineer,0,6995,2462,0
7,Vegan,Active,8,7,Teacher,1,14245,2302,1
1,Keto,Sedentary,8,6,Artist,1,3749,1738,0
4,Pescatarian,Lightly Active,9,6,Teacher,1,5820,2228,0
3,Vegan,Sedentary,5,4,Manager,0,2984,1500,0
10,Vegan,Highly Active,6,4,Nurse,1,17885,3561,1
4,Vegetarian,Lightly Active,8,4,Freelancer,1,6098,2221,0
9,Pescatarian,Highly Active,8,5,Nurse,1,19740,4041,1
3,Non-Vegetarian,Sedentary,8,6,Manager,0,3091,1506,0
6,Vegan,Lightly Active,7,7,Teacher,1,8139,1884,0
10,Pescatarian,Highly Active,7,5,Artist,1,19837,4043,1
4,Pescatarian,Lightly Active,5,5,Scientist,1,9099,2128,0
7,Non-Vegetarian,Active,6,1,Artist,0,10849,2882,0
8,Non-Vegetarian,Active,7,6,Teacher,1,10947,2442,1
3,Pescatarian,Sedentary,9,8,Manager,0,2148,1911,0
8,Pescatarian,Active,7,6,Doctor,1,10309,2946,1
1,Keto,Sedentary,7,5,Scientist,1,2979,1814,0
4,Pescatarian,Lightly Active,5,9,Scientist,1,9210,2565,0
2,Pescatarian,Sedentary,8,3,Doctor,1,4003,1945,0
9,Keto,Highly Active,8,8,Manager,0,19886,3037,1
9,Vegan,Highly Active,6,10,Nurse,0,15097,3726,1
2,Vegetarian,Sedentary,8,4,Doctor,0,3077,1638,0
7,Pescatarian,Active,9,1,Doctor,0,10912,2382,0
10,Keto,Highly Active,6,5,Doctor,1,16646,3741,1
10,Keto,Highly Active,5,6,Teacher,1,17828,3968,1
1,Vegan,Sedentary,5,6,Freelancer,0,1601,1793,0
2,Non-Vegetarian,Sedentary,6,3,Doctor,0,4909,1835,0
4,Keto,Lightly Active,6,8,Scientist,1,6204,2277,0
2,Vegan,Sedentary,6,2,Scientist,0,4430,1894,0
9,Keto,Highly Active,9,3,Scientist,0,15885,3046,1
2,Pescatarian,Sedentary,9,9,Scientist,1,4826,1671,0
3,Keto,Sedentary,8,4,Scientist,1,1633,2135,0
6,Keto,Lightly Active,5,5,Manager,0,8603,2616,0
6,Keto,Lightly Active,5,7,Manager,1,7640,2201,0
8,Non-Vegetarian,Active,8,3,Engineer,0,13543,2714,0
9,Keto,Highly Active,6,3,Engineer,0,19581,4051,1
1,Vegan,Sedentary,5,10,Business,1,4295,1500,0
10,Non-Vegetarian,Highly Active,5,5,Nurse,1,16769,2855,1
5,Vegetarian,Lightly Active,9,3,Artist,1,8465,2054,0
1,Pescatarian,Sedentary,5,8,Teacher,0,3799,1767,0
9,Keto,Highly Active,8,5,Teacher,1,17419,3381,1
10,Keto,Highly Active,7,4,Artist,0,17584,3239,1
6,Vegetarian,Lightly Active,5,8,Teacher,0,5819,2329,0
7,Vegetarian,Active,7,9,Artist,0,14806,2897,1
1,Non-Vegetarian,Sedentary,6,10,Manager,0,1559,1879,0
9,Vegetarian,Highly Active,9,5,Business,1,17807,3637,1
2,Pescatarian,Sedentary,5,6,Scientist,0,4314,2095,0
2,Pescatarian,Sedentary,5,6,Business,1,3615,2038,0
5,Pescatarian,Lightly Active,5,5,Teacher,0,6204,,0
1,Non-Vegetarian,Sedentary,7,7,Freelancer,1,4843,1628,0
8,Vegetarian,Active,7,9,Nurse,0,,2694,1
3,Vegetarian,Sedentary,8,5,Lawyer,1,2663,1500,0
5,Pescatarian,Lightly Active,8,9,Doctor,0,9501,,1
4,Pescatarian,Lightly Active,7,8,Nurse,1,8231,2211,0
3,Pescatarian,Sedentary,6,10,Lawyer,0,4634,2071,0
3,Vegan,Sedentary,6,3,Freelancer,1,2584,1825,0
3,Keto,Sedentary,5,1,Manager,1,1874,2035,0
10,Vegan,Highly Active,9,5,Nurse,0,15741,3802,1
4,Vegan,Lightly Active,9,5,Scientist,1,7633,1962,0
7,Keto,Active,6,5,Freelancer,0,11671,2850,0
2,Vegetarian,Sedentary,5,9,Business,0,3503,1856,0
2,Pescatarian,Sedentary,9,4,Freelancer,1,3828,1742,0
8,Vegan,Active,7,1,Manager,0,12684,2789,0
7,Vegan,Active,9,4,Nurse,0,13424,2215,0
3,Non-Vegetarian,Sedentary,6,4,Nurse,1,1881,1557,0
1,Keto,Sedentary,8,9,Lawyer,1,4380,1857,0
10,Vegetarian,Highly Active,7,10,Scientist,0,15184,3625,1
4,Pescatarian,Lightly Active,7,1,Scientist,0,5586,2182,0
3,Vegan,Sedentary,5,10,Doctor,1,1951,1549,0
6,Non-Vegetarian,Lightly Active,6,9,Manager,1,7033,2473,0
9,Non-Vegetarian,Highly Active,9,8,Scientist,1,15686,3768,1
8,Non-Vegetarian,Active,6,3,Manager,0,14474,2837,0
6,Non-Vegetarian,Lightly Active,7,10,Engineer,1,6479,1903,1
2,Non-Vegetarian,Sedentary,7,3,Artist,1,4207,2000,0
1,Keto,Sedentary,9,5,Nurse,0,2946,1742,0
3,Keto,Sedentary,8,5,Freelancer,0,4872,2190,0
4,Keto,Lightly Active,8,10,Freelancer,1,6177,2426,1
6,Non-Vegetarian,Lightly Active,5,8,Business,1,5586,2217,0
5,Vegan,Lightly Active,9,2,Teacher,1,8510,2282,0
9,Vegetarian,Highly Active,8,3,Scientist,0,15961,3599,1
2,Pescatarian,Sedentary,6,2,Engineer,0,3196,1783,0
7,Pescatarian,Active,5,4,Lawyer,1,14578,2392,0
2,Keto,Sedentary,7,2,Freelancer,0,3071,1701,0
4,Vegan,Lightly Active,5,2,Teacher,1,6679,2220,0
6,Keto,Lightly Active,5,4,Freelancer,1,6672,2387,0
7,Vegetarian,Active,8,4,Business,1,13142,2176,0
3,Vegan,Sedentary,7,2,Business,1,3354,1590,0
1,Vegan,Sedentary,7,8,Manager,1,2156,1733,0
2,Non-Vegetarian,Sedentary,6,5,Doctor,1,4798,1774,0
10,Keto,Highly Active,8,3,Freelancer,1,18344,4008,1
4,Keto,Lightly Active,8,3,Scientist,0,8742,2509,0
2,Keto,Sedentary,7,4,Nurse,0,2827,1810,0
1,Keto,Sedentary,6,8,Scientist,0,1786,1770,0
6,Vegan,Lightly Active,9,7,Lawyer,0,8539,2331,1
7,Keto,Active,7,3,Manager,1,11142,2603,0
3,Keto,Sedentary,6,1,Artist,0,3927,1859,0
1,Pescatarian,Sedentary,6,6,Nurse,1,2184,2098,0
5,Pescatarian,Lightly Active,9,1,Freelancer,0,8787,2289,0
2,Pescatarian,Sedentary,8,10,Business,0,2600,1986,0
6,Vegan,Lightly Active,7,8,Teacher,1,6696,2161,0
3,Pescatarian,Sedentary,7,6,Manager,0,3484,1777,0
10,Non-Vegetarian,Highly Active,7,4,Manager,1,17806,3669,1
1,Pescatarian,Sedentary,9,10,Engineer,0,4712,1979,0
3,Keto,Sedentary,7,5,Freelancer,1,1580,1700,0
1,Keto,Sedentary,6,6,Scientist,0,2294,2149,0
1,Vegan,Sedentary,6,10,Nurse,0,2222,1552,0
9,Vegan,Highly Active,7,5,Doctor,0,15985,2813,1
8,Vegetarian,Active,5,2,Doctor,1,10805,2289,0
7,Vegetarian,Active,6,2,Teacher,0,12103,2561,0
8,Keto,Active,5,8,Manager,1,13088,2807,1
3,Vegetarian,Sedentary,9,9,Artist,1,3961,1797,0
10,Vegetarian,Highly Active,9,3,Freelancer,1,18662,3720,1
3,Pescatarian,Sedentary,6,4,Engineer,1,4058,1899,0
4,Pescatarian,Lightly Active,8,9,Artist,1,7477,1944,0
6,Keto,Lightly Active,6,10,Manager,1,8943,2291,1
5,Non-Vegetarian,Lightly Active,8,4,Teacher,1,9364,2389,0
9,Non-Vegetarian,Highly Active,8,8,Scientist,0,17386,2811,1
4,Vegan,Lightly Active,7,1,Teacher,0,8448,2182,0
9,Vegetarian,Highly Active,5,6,Manager,1,15488,3847,1
2,Pescatarian,Sedentary,5,5,Artist,1,1982,1903,0
4,Pescatarian,Lightly Active,7,2,Scientist,0,5657,2205,0
4,Vegetarian,Lightly Active,8,6,Scientist,0,7387,2101,0
3,Keto,Sedentary,8,10,Lawyer,1,3501,1979,0
9,Vegan,Highly Active,8,9,Business,1,15263,3899,1
2,Keto,Sedentary,9,10,Manager,0,2443,2095,0
3,Pescatarian,Sedentary,6,4,Scientist,0,1859,1853,0
7,Vegan,Active,5,5,Business,0,10220,2681,0
2,Vegan,Sedentary,6,5,Manager,0,4567,1728,0
10,Non-Vegetarian,Highly Active,6,6,Lawyer,1,19805,3341,1
3,Keto,Sedentary,9,8,Teacher,0,1213,2011,0
1,Vegetarian,Sedentary,7,3,Scientist,1,4851,1761,0
2,Keto,Sedentary,8,9,Artist,0,2969,1739,0
3,Vegetarian,Sedentary,6,6,Engineer,0,4872,1712,0
6,Non-Vegetarian,Lightly Active,9,9,Scientist,1,9645,2388,1
4,Vegetarian,Lightly Active,5,8,Artist,0,7404,1985,0
1,Keto,Sedentary,5,10,Manager,0,4011,2050,0
5,Vegan,Lightly Active,8,1,Doctor,1,5657,1708,0
7,Keto,Active,9,8,Scientist,0,14648,2458,1
7,Keto,Active,7,6,Engineer,1,12888,2754,1
1,Pescatarian,Sedentary,6,8,Engineer,1,1054,1833,0
3,Vegetarian,Sedentary,6,3,Artist,1,2008,1860,0
3,Vegan,Sedentary,6,7,Doctor,1,1594,1574,0
4,Keto,Lightly Active,8,7,Doctor,1,6040,2136,0
1,Vegetarian,Sedentary,8,2,Lawyer,1,1799,1907,0
5,Pescatarian,Lightly Active,8,2,Nurse,0,7912,1971,0
2,Non-Vegetarian,Sedentary,7,9,Doctor,1,3021,1589,0
2,Keto,Sedentary,5,5,Engineer,0,4116,2166,0
9,Non-Vegetarian,Highly Active,5,2,Doctor,0,19166,2834,0
7,Vegan,Active,9,2,Doctor,1,10388,2759,0
8,Vegan,Active,6,2,Freelancer,1,12454,2462,0
8,Keto,Active,6,8,Doctor,1,11287,2936,1
2,Keto,Sedentary,8,10,Artist,0,2458,1835,0
2,Vegetarian,Sedentary,8,10,Nurse,1,1243,1587,0
10,Non-Vegetarian,Highly Active,5,7,Freelancer,1,15777,3959,1
6,Vegan,Lightly Active,5,6,Teacher,1,9078,2102,0
1,Vegetarian,Sedentary,6,8,Freelancer,0,1977,1603,0
9,Keto,Highly Active,8,2,Doctor,1,15807,4001,1
4,Non-Vegetarian,Lightly Active,7,9,Teacher,0,9286,2116,0
5,Pescatarian,Lightly Active,7,6,Freelancer,0,9472,2536,0
6,Vegetarian,Lightly Active,5,5,Manager,0,9673,2103,0
9,Keto,Highly Active,5,3,Doctor,1,18120,,0
9,Keto,Highly Active,6,2,Lawyer,0,17880,3931,0
1,,Sedentary,8,3,Teacher,1,2391,1973,0
7,Non-Vegetarian,Active,7,5,Teacher,1,12962,,0
9,Vegetarian,Highly Active,9,10,Manager,0,15710,3254,1
10,Keto,Highly Active,9,7,Freelancer,1,15107,4094,1
1,Vegan,Sedentary,7,5,Business,0,2858,1869,0
7,Vegan,Active,8,10,Doctor,0,,2259,1
7,Non-Vegetarian,Active,8,5,Artist,0,13245,2990,1
8,Vegetarian,Active,9,4,Artist,0,14160,2541,1
7,Pescatarian,Active,5,7,Teacher,0,14521,2764,0
9,Keto,Highly Active,6,6,Freelancer,0,17442,3791,1
4,Vegan,Lightly Active,7,9,Manager,,6248,1851,0
5,Non-Vegetarian,Lightly Active,5,10,Teacher,1,9275,2138,0
4,Vegan,Lightly Active,6,8,Engineer,0,7621,2081,0
10,Non-Vegetarian,Highly Active,6,2,Nurse,0,16962,3225,0
2,Keto,Sedentary,7,7,Manager,0,3554,1763,0
7,Pescatarian,Active,7,9,Teacher,0,13769,2868,1
5,Vegan,Lightly Active,5,9,Teacher,1,7889,1766,0
9,Keto,Highly Active,7,7,Nurse,1,15814,3690,1
8,Pescatarian,Active,7,6,Scientist,1,10051,2696,1
7,Non-Vegetarian,Active,8,10,Nurse,1,10149,2431,1
9,Pescatarian,Highly Active,9,7,Doctor,1,17111,3158,1
5,Vegan,Lightly Active,9,9,Business,0,5017,2175,1
5,Vegan,Lightly Active,7,5,Teacher,0,9741,2391,0
10,Keto,Highly Active,6,6,Doctor,1,15651,4166,1
9,Pescatarian,Highly Active,9,5,Doctor,1,17896,3065,1
10,Keto,Highly Active,7,7,Doctor,1,19625,3007,1
10,Keto,Highly Active,7,10,Doctor,0,16020,3146,1
6,Keto,Lightly Active,7,9,Scientist,0,5492,2664,1
2,Keto,Sedentary,9,4,Engineer,0,2901,1984,0
1,Vegetarian,Sedentary,7,1,Doctor,0,3519,1908,0
3,Vegan,Sedentary,8,8,Doctor,0,3492,1900,0
6,Pescatarian,Lightly Active,5,5,Business,1,8116,2179,0
1,Vegan,Sedentary,7,3,Scientist,1,1157,1578,0
1,Vegetarian,Sedentary,9,5,Artist,0,1136,1825,0
4,Vegetarian,Lightly Active,6,7,Manager,0,9115,2093,0
5,Non-Vegetarian,Lightly Active,6,5,Manager,0,6522,2302,0
3,Vegetarian,Sedentary,5,10,Artist,0,4275,1537,0
8,Pescatarian,Active,9,4,Business,0,13697,2648,1
3,Vegan,Sedentary,9,3,Manager,0,3512,1613,0
4,Pescatarian,Lightly Active,6,5,Nurse,0,7048,2417,0
10,Non-Vegetarian,Highly Active,5,9,Lawyer,1,18787,3356,1
4,Pescatarian,Lightly Active,6,6,Engineer,0,6229,2220,0
6,Keto,Lightly Active,8,5,Lawyer,1,7555,2084,0
3,Non-Vegetarian,Sedentary,7,2,Lawyer,1,1799,1684,0
6,Keto,Lightly Active,6,10,Business,0,8051,2480,1
1,Pescatarian,Sedentary,7,5,Artist,0,4954,1914,0
5,Non-Vegetarian,Lightly Active,6,3,Engineer,1,6438,1896,0
1,Vegetarian,Sedentary,7,3,Artist,1,1230,1703,0
3,Keto,Sedentary,8,5,Doctor,1,2413,1753,0
2,Vegetarian,Sedentary,7,2,Lawyer,0,2394,1841,0
3,Non-Vegetarian,Sedentary,9,5,Scientist,0,2581,1627,0
9,Vegetarian,Highly Active,9,2,Artist,1,17718,3743,1
8,Pescatarian,Active,6,3,Lawyer,0,10367,3003,0
6,Non-Vegetarian,Lightly Active,6,10,Manager,0,5213,2254,1
8,Keto,Active,7,3,Scientist,1,10476,2635,0
10,Vegan,Highly Active,9,8,Business,0,19943,3527,1
2,Non-Vegetarian,Sedentary,6,4,Freelancer,1,3878,1530,0
8,Vegetarian,Active,7,4,Nurse,1,14919,2398,0
5,Non-Vegetarian,Lightly Active,5,7,Artist,0,8310,2417,0
6,Keto,Lightly Active,5,7,Artist,0,9324,2429,0
3,Vegetarian,Sedentary,5,8,Manager,0,4508,1500,0
5,Keto,Lightly Active,7,1,Doctor,0,5209,2021,0
4,Keto,Lightly Active,9,4,Artist,0,5538,2046,0
8,Keto,Active,9,6,Engineer,1,13477,2892,1
1,Non-Vegetarian,Sedentary,7,10,Manager,1,3082,1571,0
2,Keto,Sedentary,6,4,Artist,1,3605,1721,0
3,Vegan,Sedentary,7,5,Engineer,0,3699,1856,0
5,Vegan,Lightly Active,7,4,Manager,1,5441,1905,0
6,Keto,Lightly Active,6,1,Engineer,1,7533,2557,0
5,Pescatarian,Lightly Active,9,8,Doctor,1,8708,2346,1
7,Non-Vegetarian,Active,7,4,Artist,0,14124,2345,0
3,Pescatarian,Sedentary,7,8,Nurse,1,2165,1813,0
7,Pescatarian,Active,6,2,Business,0,12187,2982,0
10,Non-Vegetarian,Highly Active,7,1,Teacher,0,18635,3707,1
10,Vegetarian,Highly Active,5,4,Manager,0,16904,3267,1
7,Pescatarian,Active,6,3,Artist,1,12080,3052,0
4,Keto,Lightly Active,6,2,Freelancer,0,8790,2163,0
5,Non-Vegetarian,Lightly Active,9,4,Doctor,0,9415,2380,0
3,Keto,Sedentary,5,5,Engineer,0,3716,2104,0
8,Pescatarian,Active,8,7,Engineer,0,12825,2949,1
2,Vegan,Sedentary,8,3,Lawyer,0,3391,1660,0
10,Non-Vegetarian,Highly Active,5,5,Engineer,1,17005,3828,1
3,Vegan,Sedentary,7,8,Manager,0,2515,1669,0
9,Pescatarian,Highly Active,9,8,Business,0,17776,3246,1
5,Keto,Lightly Active,9,8,Nurse,1,9912,2586,1
10,Vegetarian,Highly Active,7,6,Lawyer,0,17938,3704,1
10,Vegan,Highly Active,6,5,Scientist,1,17574,3788,1
9,Keto,Highly Active,9,1,Engineer,0,16401,4007,1
3,Pescatarian,Sedentary,5,8,Lawyer,1,2898,1724,0
3,Pescatarian,Sedentary,6,1,Engineer,1,4419,2095,0
4,Vegetarian,Lightly Active,7,5,Business,1,9603,2014,0
5,Vegetarian,Lightly Active,7,9,Doctor,0,6235,2061,0
5,Keto,Lightly Active,5,4,Doctor,1,9965,2694,0
2,Vegetarian,Sedentary,6,2,Freelancer,0,3638,1500,0
2,Vegetarian,Sedentary,7,10,Business,1,3464,1500,0
5,Pescatarian,Lightly Active,9,10,Scientist,1,5867,2103,1
8,Non-Vegetarian,Active,8,8,Manager,0,12751,2707,1
10,Pescatarian,Highly Active,8,5,Scientist,0,18294,3766,1
4,Pescatarian,Lightly Active,7,10,Doctor,1,5126,2273,0
8,Non-Vegetarian,Active,8,2,Lawyer,1,12681,2438,0
10,Keto,Highly Active,8,6,Lawyer,1,18051,3819,1
10,Pescatarian,Highly Active,6,6,Business,0,18470,3634,1
5,Vegan,Lightly Active,9,6,Lawyer,0,9836,1935,0
1,Non-Vegetarian,Sedentary,5,4,Business,0,4364,1899,0
10,Vegan,Highly Active,8,8,Scientist,0,18028,2794,1
8,Non-Vegetarian,Active,8,5,Teacher,0,14793,2380,1
2,Pescatarian,Sedentary,6,2,Doctor,0,3315,1954,0
8,Pescatarian,Active,6,3,Manager,1,10974,2826,0
9,Non-Vegetarian,Highly Active,7,10,Teacher,0,15775,3897,1
5,Vegetarian,Lightly Active,5,2,Manager,0,8772,2069,0
1,Pescatarian,Sedentary,6,1,Teacher,1,4651,1830,0
6,Pescatarian,Lightly Active,8,6,Engineer,1,7175,2333,0
2,Keto,Sedentary,6,10,Freelancer,1,1020,1835,0
6,Keto,Lightly Active,5,1,Engineer,0,8858,2607,0
5,Pescatarian,Lightly Active,6,5,Engineer,0,6147,2249,0
5,Non-Vegetarian,Lightly Active,8,7,Freelancer,1,8676,2368,0
1,Vegan,Sedentary,7,7,Teacher,0,1709,1560,0
5,Non-Vegetarian,Lightly Active,6,4,Lawyer,0,9191,2043,0
5,Vegan,Lightly Active,9,8,Teacher,0,7774,1843,1
5,Vegetarian,Lightly Active,6,8,Manager,1,5192,2082,0
10,Vegetarian,Highly Active,6,9,Teacher,1,19393,3072,1
2,Pescatarian,Sedentary,8,4,Doctor,0,4131,2100,0
9,Non-Vegetarian,Highly Active,9,10,Scientist,0,17081,2971,1
9,Vegetarian,Highly Active,7,8,Doctor,0,17969,3889,1
5,Vegetarian,Lightly Active,5,1,Scientist,1,9378,2052,0
3,Vegetarian,Sedentary,9,1,Teacher,1,3068,1795,0
6,Vegan,Lightly Active,6,9,Nurse,1,9104,1983,0
7,Vegan,Active,9,6,Scientist,0,10055,2122,1
9,Vegetarian,Highly Active,9,10,Teacher,1,19235,3924,1
10,Vegan,Highly Active,5,2,Teacher,0,15464,3064,0
7,Vegan,Active,8,10,Engineer,0,11492,2102,1
3,Vegan,Sedentary,8,6,Doctor,1,4089,1647,0
2,Vegan,Sedentary,6,5,Teacher,0,1922,1500,0
5,Pescatarian,Lightly Active,9,8,Business,0,8478,2126,1
8,Pescatarian,Active,8,2,Business,0,11601,2789,0
9,Vegetarian,Highly Active,5,1,Engineer,1,19352,3739,0
7,Pescatarian,Active,7,2,Engineer,0,14109,2354,0
8,Vegan,Active,6,6,Artist,1,14001,2518,1
1,Vegetarian,Sedentary,6,8,Artist,1,4948,1500,0
2,Keto,Sedentary,9,2,Doctor,1,1084,1825,0
3,Vegetarian,Sedentary,9,2,Doctor,1,2440,1653,0
6,Pescatarian,Lightly Active,8,7,Nurse,0,7010,2324,0
1,Keto,Sedentary,8,1,Doctor,1,3029,1762,0
8,Vegetarian,Active,6,7,Lawyer,0,11536,2309,1
4,Keto,Lightly Active,9,10,Teacher,0,8972,2186,1
8,Pescatarian,Active,9,7,Scientist,0,12790,2461,1
10,Vegetarian,Highly Active,9,7,Artist,0,18432,3439,1
1,Vegetarian,Sedentary,8,7,Lawyer,1,1867,1740,0
1,Pescatarian,Sedentary,6,10,Artist,1,1804,1974,0
2,Vegetarian,Sedentary,9,6,Business,1,1089,1917,0
9,Pescatarian,Highly Active,5,1,Doctor,1,15432,3947,0
7,Pescatarian,Active,8,6,Lawyer,0,11036,2559,1
4,Pescatarian,Lightly Active,5,1,Artist,1,8821,2341,0
7,Vegetarian,Active,6,6,Freelancer,1,10778,2274,0
5,Vegan,Lightly Active,6,6,Lawyer,0,5564,1921,0
5,Vegan,Lightly Active,9,8,Manager,0,8838,2253,1
2,Vegan,Sedentary,5,7,Nurse,0,4680,1682,0
2,Keto,Sedentary,7,5,Lawyer,0,3525,2118,0
1,Pescatarian,Sedentary,6,10,Freelancer,0,2017,1619,0
3,Vegan,Sedentary,6,2,Artist,0,1059,1714,0
3,Non-Vegetarian,Sedentary,9,7,Freelancer,1,1452,1751,0
7,Vegetarian,Active,6,7,Nurse,0,14613,2640,1
4,Vegetarian,Lightly Active,8,9,Teacher,1,6354,2077,0
7,Keto,Active,5,9,Manager,0,13394,2802,1
7,Vegetarian,Active,8,1,Doctor,0,12347,2238,0
1,Vegetarian,Sedentary,7,5,Lawyer,1,1380,1500,0
9,Vegetarian,Highly Active,9,8,Engineer,1,19568,3335,1
6,Keto,Lightly Active,8,3,Nurse,0,7891,2419,0
5,Vegan,Lightly Active,9,3,Scientist,0,7032,2047,0
6,Pescatarian,Lightly Active,5,6,Nurse,1,8782,2040,0
2,Vegan,Sedentary,8,9,Manager,0,2444,1504,0
7,Keto,Active,8,4,Business,1,14929,2718,0
7,Non-Vegetarian,Active,5,5,Business,0,13275,2376,0
4,Keto,Lightly Active,9,1,Engineer,0,6882,2419,0
9,Keto,Highly Active,5,7,Business,1,17136,3006,1
4,Vegetarian,Lightly Active,5,9,Teacher,0,7412,2354,0
3,Vegan,Sedentary,8,7,Artist,1,3194,1885,0
2,Non-Vegetarian,Sedentary,6,1,Teacher,0,2127,1649,0
10,Pescatarian,Highly Active,8,10,Lawyer,0,18047,3668,1
5,Non-Vegetarian,Lightly Active,9,7,Business,1,8786,2434,1
1,Vegetarian,Sedentary,5,2,Freelancer,1,1491,1928,0
9,Pescatarian,Highly Active,8,8,Artist,0,15280,3548,1
6,Keto,Lightly Active,6,1,Business,0,6953,2478,0
4,Vegan,Lightly Active,8,7,Freelancer,0,8269,1867,0
2,Pescatarian,Sedentary,9,2,Freelancer,0,1838,2085,0
10,Vegetarian,Highly Active,6,8,Scientist,0,19388,3013,1
8,Pescatarian,Active,9,9,Doctor,1,11718,2698,1
2,Vegetarian,Sedentary,9,9,Engineer,0,4953,1661,0
1,Pescatarian,Sedentary,5,2,Freelancer,1,1925,1689,0
9,Pescatarian,Highly Active,8,7,Engineer,0,18760,3159,1
2,Pescatarian,Sedentary,5,4,Business,1,2961,1858,0
2,Pescatarian,Sedentary,6,4,Artist,0,3760,2021,0
5,Vegan,Lightly Active,6,4,Manager,1,6688,2120,0
10,Pescatarian,Highly Active,8,7,Doctor,1,16349,3957,1
10,Vegan,Highly Active,6,6,Teacher,1,18154,2736,1
8,Keto,Active,9,8,Freelancer,0,11135,2836,1
2,Vegan,Sedentary,8,7,Nurse,0,3123,1500,0
4,Vegetarian,Lightly Active,9,7,Business,0,7043,1857,0
10,Pescatarian,Highly Active,5,7,Scientist,1,17275,4077,1
5,Vegan,Lightly Active,5,3,Freelancer,0,8466,2062,0
4,Vegetarian,Lightly Active,8,7,Doctor,0,7452,2329,0
7,Keto,Active,7,3,Teacher,0,14540,2764,0
9,Non-Vegetarian,Highly Active,6,8,Scientist,1,15795,3520,1
7,Vegetarian,Active,6,4,Doctor,0,10030,2208,0
7,Vegan,Active,7,5,Teacher,0,10644,2875,0
6,Non-Vegetarian,Lightly Active,9,1,Lawyer,1,7671,2489,0
9,Pescatarian,Highly Active,8,6,Lawyer,0,17332,3218,1
4,Pescatarian,Lightly Active,8,2,Engineer,0,9571,1952,0
3,Non-Vegetarian,Sedentary,7,8,Nurse,1,2787,1519,0
10,Non-Vegetarian,Highly Active,9,9,Doctor,0,15951,3625,1
9,Pescatarian,Highly Active,6,2,Doctor,0,17438,3678,0
3,Vegan,Sedentary,6,4,Teacher,1,4774,1500,0
6,Non-Vegetarian,Lightly Active,5,9,Business,0,6097,2115,0
6,Keto,Lightly Active,9,9,Freelancer,1,7397,2354,1
4,Vegetarian,Lightly Active,5,6,Freelancer,1,5368,2357,0
10,Vegetarian,Highly Active,5,4,Freelancer,1,17998,3577,1
2,Keto,Sedentary,6,2,Artist,1,1703,1970,0
6,Pescatarian,Lightly Active,5,5,Business,0,6714,2443,0
6,Vegetarian,Lightly Active,6,6,Artist,1,5386,1960,0
8,Non-Vegetarian,Active,9,2,Doctor,1,12547,2923,0
3,Keto,Sedentary,8,3,Business,0,3047,1964,0
1,Keto,Sedentary,9,8,Teacher,0,3865,1718,0
9,Non-Vegetarian,Highly Active,8,1,Engineer,1,15083,2821,0
5,Vegan,Lightly Active,9,2,Lawyer,0,6344,1839,0
8,Pescatarian,Active,9,3,Scientist,1,14519,2807,1
8,Pescatarian,Active,5,6,Teacher,1,12326,2783,0
4,Vegetarian,Lightly Active,8,6,Lawyer,1,6518,1991,0
9,Vegan,Highly Active,9,4,Business,1,19722,3851,1
5,Vegan,Lightly Active,7,7,Lawyer,0,6840,1904,0
9,Vegan,Highly Active,7,2,Nurse,1,16941,3471,0
1,Non-Vegetarian,Sedentary,7,3,Teacher,0,4283,1555,0
6,Non-Vegetarian,Lightly Active,8,4,Freelancer,1,9060,2036,0
1,Vegetarian,Sedentary,5,4,Lawyer,0,4672,1500,0
9,Pescatarian,Highly Active,7,3,Doctor,1,17968,3683,1
5,Vegan,Lightly Active,9,3,Scientist,0,7444,2241,0
9,Vegetarian,Highly Active,6,4,Doctor,0,15482,2984,1
6,Pescatarian,Lightly Active,9,5,Doctor,1,8938,1989,0
6,Keto,Lightly Active,9,2,Nurse,1,6643,2481,0
3,Keto,Sedentary,7,3,Scientist,1,2271,1704,0
10,Vegetarian,Highly Active,5,6,Artist,0,18618,3854,1
3,Keto,Sedentary,6,7,Artist,0,2002,2145,0
1,Pescatarian,Sedentary,8,3,Business,0,2463,1919,0
9,Keto,Highly Active,8,3,Freelancer,0,16967,3460,1
7,Vegetarian,Active,7,2,Teacher,0,13340,2336,0
6,Vegan,Lightly Active,6,2,Lawyer,0,6665,2300,0
5,Vegan,Lightly Active,9,1,Teacher,1,9617,2018,0
